ID,Age,Gender,ChildrenHome,Education,Marital_Status,Income,DeviceType,SubscriptionPaymentMethod,TimeSpentOnStraitsTimes,NumOfTimesAppOpened,NumAdsViewed,NumArticlesFashion,NumArticlesTechnology,NumArticlesHealth,NumArticlesSports,NumArticlesWorldEvents,Response
1585,70,0,1,PhD,Married,77610,Computer,2,7,2,4,2,8,3,2,0,0
1586,52,1,2,PhD,Married,38097,Phone,1,17,2,3,2,4,5,0,13,1
1587,54,1,2,PhD,Married,44377,Computer,1,8,2,5,3,0,5,4,5,0
1588,41,0,0,Graduation,Single,58684,Computer,0,30,4,5,1,4,0,1,1,0
1589,57,0,2,Graduation,Married,66480,Laptop,1,23,5,4,4,2,1,8,0,0
1590,70,0,1,Graduation,Divorced,49638,Laptop,1,28,5,1,1,3,1,3,14,0
1591,72,1,1,PhD,Together,50616,Computer,1,20,2,1,4,0,2,2,2,0
1592,55,1,1,PhD,Divorced,26642,Computer,1,7,2,2,0,6,1,3,4,0
1593,36,0,1,Graduation,Together,33235,Phone,0,9,1,3,1,2,3,0,4,0
1594,53,0,1,Graduation,Together,23228,Computer,0,19,1,2,1,2,0,6,8,0
1595,63,1,2,PhD,Married,36732,Computer,1,21,2,1,1,0,8,2,6,0
1596,76,1,0,Graduation,Together,82657,Computer,0,15,3,7,2,4,0,3,3,0
1597,58,1,2,PhD,Divorced,64140,Phone,1,44,3,2,2,3,2,2,3,1
1598,48,0,2,Graduation,Together,44392,Computer,0,16,4,4,0,6,7,2,10,0
1599,32,0,1,Basic,Single,16185,Computer,2,4,1,2,0,3,5,2,1,0
1600,44,1,1,2n Cycle,Together,38702,Computer,2,11,2,3,3,1,0,6,3,0
1601,59,1,2,PhD,Married,54072,Laptop,2,14,4,2,7,3,1,1,3,0
1602,35,0,0,Master,Divorced,61787,Laptop,2,4,2,8,8,3,0,1,5,0
1603,30,0,0,Graduation,Married,34935,Phone,1,9,1,2,2,5,4,5,14,0
1604,30,1,0,Graduation,Married,34935,Laptop,2,8,2,2,4,0,5,0,3,0
1605,72,1,1,PhD,Together,59292,Computer,0,13,3,3,4,1,3,2,6,0
1606,72,1,1,PhD,Together,59292,Computer,1,6,2,3,0,0,2,2,4,0
1607,67,0,1,Graduation,Single,57959,Computer,1,11,3,4,2,3,8,1,7,0
1608,39,0,0,PhD,Married,92491,Phone,2,45,5,7,0,0,1,3,3,1
1609,38,1,1,Master,Married,42207,Phone,0,15,2,4,7,0,4,3,5,1
1610,66,0,2,Graduation,Widow,46984,Computer,0,30,2,1,0,2,2,3,4,0
1611,35,0,1,Graduation,Single,23442,Computer,1,17,4,1,7,8,1,0,8,0
1612,59,0,1,PhD,Single,46757,Computer,2,22,3,4,5,2,3,5,1,0
1613,42,1,1,2n Cycle,Together,14515,Tablet,0,11,1,2,4,4,0,4,8,1
1614,36,1,0,2n Cycle,Single,80910,Tablet,2,9,1,3,6,3,0,6,10,0
1615,43,1,1,Graduation,Together,30545,Tablet,1,27,5,2,3,8,0,0,4,0
1616,52,0,0,Master,Single,44802,Computer,1,11,2,9,2,0,2,2,0,0
1617,46,0,0,Graduation,Single,79941,Tablet,0,28,4,2,4,0,2,4,1,0
1618,53,1,0,Master,Married,79734,Tablet,2,15,4,4,2,1,3,5,5,0
1619,45,0,0,Master,Married,50353,Tablet,1,17,3,4,1,4,0,0,5,0
1620,66,0,2,PhD,Together,77376,Computer,0,23,2,6,3,0,1,2,6,0
1621,50,0,0,PhD,Married,78075,Computer,0,8,1,3,7,5,4,2,8,0
1622,46,1,2,PhD,Single,42473,Computer,0,11,1,2,2,0,2,3,7,0
1623,34,1,1,Graduation,Single,25008,Laptop,0,19,1,1,7,0,3,4,14,0
1624,74,1,1,PhD,Married,56223,Computer,0,13,2,2,3,1,2,1,0,0
1625,42,1,1,Graduation,Married,47850,Computer,1,4,1,3,8,0,0,2,2,0
1626,36,1,0,PhD,Together,91820,Computer,0,3,1,5,1,2,4,1,2,0
1627,57,1,2,PhD,Single,40637,Laptop,1,20,3,1,4,0,4,2,2,0
1628,63,1,0,Graduation,Divorced,23295,Computer,1,17,2,1,3,5,3,0,4,0
1629,70,1,0,Graduation,Single,84574,Phone,0,19,1,9,2,1,3,6,1,0
1630,53,1,0,Graduation,Together,54165,Computer,2,5,2,2,6,3,2,3,2,0
1631,41,0,2,Graduation,Divorced,28510,Computer,0,23,5,2,4,3,0,5,12,0
1632,66,1,1,Graduation,Married,67131,Computer,2,20,2,9,1,3,3,4,0,0
1633,53,1,1,PhD,Married,56242,Phone,2,21,2,8,0,1,2,6,4,0
1634,39,0,0,PhD,Married,86580,Phone,2,21,5,4,0,1,1,1,8,0
1635,67,0,0,Graduation,Together,76005,Phone,0,30,2,3,2,1,1,3,9,0
1636,60,1,1,PhD,Married,54693,Tablet,1,27,5,6,2,0,6,0,4,0
1637,67,0,1,Master,Married,52750,Phone,2,26,2,5,4,4,4,1,12,0
1638,54,0,2,Graduation,Divorced,36997,Computer,2,21,3,2,8,2,1,3,3,0
1639,57,0,2,PhD,Together,34230,Computer,1,10,1,1,0,5,3,0,13,0
1640,62,0,1,Graduation,Widow,47916,Tablet,1,7,2,7,2,0,7,0,5,0
1641,43,0,2,2n Cycle,Together,60839,Computer,0,9,2,2,5,9,3,0,0,0
1642,50,0,0,PhD,Married,79930,Computer,1,20,2,3,2,3,4,1,0,0
1643,52,0,2,PhD,Married,55158,Phone,0,23,5,7,9,5,9,2,12,1
1644,64,1,0,2n Cycle,Single,85485,Computer,2,26,4,6,1,3,3,0,5,0
1645,79,1,0,PhD,Married,75865,Computer,0,3,2,3,1,3,8,4,5,0
1646,57,1,1,Graduation,Married,44375,Computer,2,15,3,4,5,2,5,1,1,0
1647,51,0,1,PhD,Single,60504,Tablet,2,12,4,6,0,0,4,7,8,0
1648,63,1,0,Graduation,Married,65492,Computer,1,20,2,4,2,8,6,1,1,0
1649,42,1,1,2n Cycle,Single,67506,Laptop,2,18,1,4,0,2,2,0,1,0
1650,63,0,1,PhD,Divorced,68805,Computer,1,13,1,3,2,0,0,0,3,0
1651,52,1,0,Graduation,Single,61209,Computer,0,16,2,5,3,5,1,2,8,0
1652,55,1,0,Graduation,Together,66825,Computer,1,18,2,4,8,6,0,2,3,0
1653,39,1,0,PhD,Single,87188,Phone,0,29,4,10,3,8,9,1,9,1
1654,69,0,0,Master,Widow,84953,Phone,0,28,5,3,4,7,4,3,6,1
1655,68,0,0,PhD,Single,74637,Computer,1,15,4,6,3,4,2,0,1,0
1656,60,1,0,Graduation,Married,86111,Computer,0,18,1,5,2,0,2,0,1,0
1657,75,1,0,Master,Together,77632,Phone,2,15,2,4,4,1,3,9,6,1
1658,49,0,1,Graduation,Married,31814,Computer,1,15,3,2,1,3,5,0,7,0
1659,50,1,0,PhD,Married,70116,Computer,1,19,4,2,1,5,3,5,14,0
1660,53,1,0,PhD,Single,48240,Phone,1,25,4,6,1,3,3,5,6,1
1661,37,0,1,Master,Together,40101,Computer,2,29,4,6,2,0,1,4,9,0
1662,69,1,0,Graduation,Married,70503,Computer,1,14,3,2,3,3,0,6,10,0
1663,47,0,0,Graduation,Married,79205,Phone,1,43,3,6,10,4,8,2,3,1
1664,42,0,1,Graduation,Single,51766,Computer,0,10,3,4,1,0,6,6,0,0
1665,42,0,1,Graduation,Together,62994,Computer,0,30,6,6,7,0,0,3,9,0
1666,48,1,1,PhD,Together,65640,Computer,2,20,5,5,2,1,2,3,12,0
1667,53,1,1,Graduation,Together,38361,Laptop,2,9,1,3,1,7,2,6,1,0
1668,53,0,1,Graduation,Together,38361,Laptop,1,11,4,3,3,5,2,4,8,0
1669,37,1,1,Graduation,Married,19986,Computer,1,30,3,0,6,1,5,3,0,0
1670,37,0,1,Graduation,Married,19986,Computer,0,13,2,0,2,2,3,2,1,0
1671,37,0,0,Graduation,Single,72903,Tablet,0,13,4,7,2,0,1,2,16,1
1672,74,1,3,PhD,Divorced,45072,Computer,1,28,5,6,4,4,5,2,9,0
1673,55,1,3,PhD,Married,59062,Computer,1,13,4,2,5,4,3,3,4,0
1674,61,0,1,Master,Married,61794,Computer,1,15,4,4,2,6,6,1,0,0
1675,57,0,1,Master,Together,45143,Computer,0,28,2,6,3,5,1,4,2,0
1676,57,1,1,Master,Together,45143,Tablet,2,29,2,6,1,4,2,1,8,0
1677,53,0,0,Master,Single,26877,Tablet,0,3,1,3,0,1,3,0,1,0
1678,57,1,2,PhD,Divorced,36921,Tablet,1,11,2,2,0,5,1,1,5,0
1679,66,1,2,2n Cycle,Together,54342,Tablet,0,24,5,3,1,1,0,3,2,0
1680,53,1,1,Master,Single,62772,Computer,0,15,3,5,4,5,7,1,2,0
1681,63,0,1,PhD,Married,75032,Computer,2,23,2,5,3,2,1,2,13,0
1682,59,0,0,Graduation,Married,22419,Computer,0,5,1,3,0,7,3,1,5,0
1683,59,1,0,Graduation,Married,22419,Laptop,0,27,2,3,1,0,3,2,6,0
1684,44,0,1,2n Cycle,Married,36550,Laptop,0,8,2,9,2,0,4,3,3,0
1685,69,1,1,Graduation,Married,75027,Laptop,1,15,4,9,4,6,2,5,7,0
1686,48,1,0,PhD,Single,63159,Computer,1,25,2,3,6,3,0,4,6,0
1687,49,1,2,Master,Married,54108,Computer,1,8,2,8,0,5,3,2,3,0
1688,70,0,0,Graduation,Married,81795,Computer,2,25,3,4,0,3,3,4,5,0
1689,57,1,1,Graduation,Married,59594,Phone,0,28,5,8,0,2,0,3,0,0
1690,40,1,1,Master,Together,18492,Phone,2,27,2,1,6,5,1,3,3,0
1691,64,0,1,Graduation,Single,94472,Computer,0,7,2,5,3,2,4,1,9,0
1692,43,1,0,Graduation,Single,70337,Computer,0,21,5,2,1,3,0,4,3,0
1693,49,1,2,Graduation,Single,34853,Computer,0,4,1,2,1,4,3,2,4,0
1694,79,0,0,Master,Widow,,Phone,2,21,5,5,2,6,3,8,11,1
1695,38,1,1,PhD,Single,16269,Computer,1,26,2,3,2,7,4,0,2,0
1696,40,0,1,Graduation,Together,50272,Computer,0,5,2,4,3,2,7,0,3,0
1697,51,0,1,Graduation,Single,22804,Phone,1,19,1,2,1,0,2,1,4,0
1698,51,1,1,Graduation,Single,22804,Computer,2,24,5,2,0,2,5,2,3,0
1699,48,1,1,Graduation,Married,30631,Computer,2,26,5,3,0,4,2,6,1,0
1700,56,0,0,PhD,Single,78420,Computer,0,19,3,3,1,7,1,6,14,0
1701,42,1,0,Graduation,Single,81741,Computer,0,19,2,6,2,5,0,5,6,0
1702,51,1,1,Graduation,Married,25721,Phone,0,13,2,1,5,3,0,4,11,1
1703,50,1,0,Graduation,Single,31907,Computer,0,19,4,6,4,1,1,2,12,0
1704,60,0,3,Graduation,Divorced,37859,Computer,0,7,2,1,0,5,3,4,3,0
1705,50,0,3,Graduation,Together,30261,Computer,2,5,2,0,4,2,5,2,5,0
1706,43,0,1,Graduation,Together,21645,Laptop,1,6,1,3,1,3,6,8,1,1
1707,44,1,1,2n Cycle,Divorced,21282,Computer,0,13,2,2,1,1,0,4,7,0
1708,68,0,2,Graduation,Together,32144,Computer,2,19,1,2,4,2,1,1,9,0
1709,68,0,1,Master,Divorced,62637,Computer,1,3,2,2,2,5,0,0,0,0
1710,51,0,2,Graduation,Together,16626,Computer,1,20,4,3,0,2,3,4,2,0
1711,51,1,2,2n Cycle,Married,54690,Computer,0,27,3,3,0,1,4,0,7,0
1712,51,0,2,2n Cycle,Married,54690,Computer,1,18,3,3,7,4,3,2,3,0
1713,67,1,0,PhD,Single,61284,Computer,0,29,5,11,0,2,2,0,6,0
1714,46,1,1,2n Cycle,Married,23718,Computer,0,28,2,3,4,5,1,2,4,0
1715,60,1,1,PhD,Single,33419,Computer,0,13,1,2,3,6,2,3,1,0
1716,39,1,0,Graduation,Divorced,82025,Phone,0,45,6,3,6,5,4,3,0,1
1717,64,0,2,Basic,Single,15056,Computer,1,25,3,2,4,3,3,2,3,0
1718,64,1,0,Graduation,Married,48192,Phone,1,39,3,2,0,3,0,5,15,1
1719,55,0,2,2n Cycle,Together,67309,Computer,2,4,2,9,4,4,5,5,12,0
1720,65,0,1,Graduation,Widow,66033,Computer,0,15,2,8,0,8,4,2,13,0
1721,45,1,1,Graduation,Single,28769,Computer,1,21,3,4,2,5,2,4,7,0
1722,65,0,1,PhD,Together,6835,Computer,2,9,2,0,5,2,1,2,0,0
1723,36,0,1,Graduation,Married,32880,Computer,2,17,4,1,4,2,4,4,9,0
1724,40,1,1,2n Cycle,Single,23616,Phone,0,40,7,3,1,0,12,3,0,1
1725,41,1,1,Graduation,Married,19419,Computer,1,18,1,4,5,4,1,1,10,0
1726,49,1,1,Graduation,Married,34961,Computer,1,6,2,3,2,5,1,2,2,0
1727,46,1,1,Graduation,Divorced,64892,Computer,1,3,2,6,4,1,1,3,10,0
1728,34,1,1,2n Cycle,Married,16248,Computer,2,19,2,2,3,0,1,1,1,0
1729,39,1,1,Graduation,Together,43776,Computer,0,12,3,1,4,1,2,3,1,0
1730,55,1,1,Graduation,Single,52074,Computer,1,16,4,2,3,2,5,0,15,0
1731,62,1,0,Basic,Widow,22123,Computer,1,29,5,2,3,0,3,4,0,0
1732,44,0,1,Master,Single,35544,Phone,1,9,1,2,2,8,5,1,6,0
1733,33,0,1,2n Cycle,Married,59060,Phone,1,10,1,3,2,2,0,4,10,0
1734,46,1,1,Graduation,Married,65665,Computer,1,8,1,5,0,4,4,3,2,0
1735,51,0,1,Graduation,Divorced,29819,Computer,0,23,4,3,2,2,3,0,4,0
1736,33,1,0,Graduation,Single,81217,Computer,0,4,1,3,2,0,2,2,8,0
1737,33,0,0,Graduation,Single,81217,Computer,0,13,4,3,2,1,6,2,10,0
1738,32,1,1,Graduation,Single,26095,Computer,1,28,4,1,5,8,0,3,0,0
1739,52,0,0,2n Cycle,Divorced,65706,Phone,2,49,3,11,2,3,3,1,9,1
1740,46,1,1,Graduation,Divorced,31859,Computer,0,22,4,1,3,1,0,5,1,0
1741,81,1,0,PhD,Married,93027,Computer,1,24,5,7,0,0,0,1,9,0
1742,52,1,1,Graduation,Divorced,58710,Computer,0,8,1,11,0,0,0,3,8,0
1743,56,0,2,Master,Together,49618,Computer,2,23,4,3,3,2,0,0,1,0
1744,58,1,1,Master,Single,58308,Computer,1,13,1,2,4,0,0,3,3,0
1745,58,0,3,Graduation,Married,40800,Tablet,1,4,2,3,8,5,5,2,2,0
1746,63,1,0,Graduation,Married,18690,Tablet,1,22,5,1,3,6,1,2,3,0
1747,63,0,0,Graduation,Married,18690,Tablet,2,8,1,1,3,2,2,0,12,0
1748,63,0,0,Graduation,Married,18690,Tablet,0,28,2,1,0,2,1,3,15,0
1749,64,1,2,Graduation,Together,28087,Tablet,0,11,2,2,5,4,3,1,2,0
1750,55,1,2,Graduation,Together,75702,Tablet,2,20,3,4,5,2,3,2,3,0
1751,51,1,1,PhD,Together,32892,Tablet,1,21,2,3,2,5,1,0,10,0
1752,51,0,1,PhD,Together,32892,Tablet,2,13,1,3,2,7,3,0,14,0
1753,63,0,0,Master,Together,89120,Tablet,1,30,6,5,0,0,2,0,7,0
1754,61,0,2,Graduation,Married,27116,Computer,0,28,3,2,0,4,2,3,2,0
1755,33,1,1,Graduation,Single,46107,Phone,1,29,4,1,3,3,1,5,5,0
1756,49,1,2,PhD,Single,54466,Phone,1,25,5,1,0,2,3,0,3,0
1757,57,0,1,Graduation,Single,59686,Phone,0,11,3,4,7,2,4,2,1,0
1758,72,1,0,Graduation,Divorced,82460,Phone,2,7,1,5,2,2,3,3,1,0
1759,62,0,0,PhD,Single,76045,Computer,2,21,3,4,6,5,3,0,4,0
1760,47,1,0,Graduation,Divorced,83829,Phone,0,42,5,4,1,10,11,9,5,1
1761,47,1,0,Graduation,Divorced,83829,Phone,2,28,3,4,0,6,8,1,4,1
1762,54,1,2,Master,Together,32889,Computer,0,8,1,2,4,0,7,0,0,0
1763,43,1,1,Master,Divorced,33462,Computer,1,17,2,2,4,1,1,1,4,0
1764,47,1,2,Graduation,Divorced,36627,Computer,2,4,2,0,2,1,1,5,2,0
1765,40,0,1,Graduation,Married,28718,Computer,1,18,1,2,3,7,5,4,5,0
1766,50,0,1,Graduation,Married,77981,Computer,0,8,1,7,7,4,4,5,1,0
1767,66,1,1,Graduation,Single,60230,Computer,2,30,4,6,6,3,2,1,3,0
1768,53,0,0,Graduation,Together,74918,Computer,0,15,1,5,6,5,2,0,2,0
1769,69,0,1,Graduation,Single,40464,Computer,0,27,5,8,1,4,0,1,4,0
1770,66,1,0,Master,Single,64857,Computer,2,16,4,7,3,4,0,0,12,0
1771,66,0,0,Master,Single,64857,Computer,2,15,2,7,6,3,2,2,2,0
1772,62,1,1,Graduation,Together,63381,Computer,0,9,1,4,7,5,2,0,13,0
1773,62,1,1,Graduation,Together,63381,Computer,1,24,5,4,8,1,0,0,16,0
1774,40,1,0,2n Cycle,Together,66664,Computer,2,30,2,5,4,3,3,1,2,0
1775,40,1,0,2n Cycle,Together,66664,Computer,1,7,1,5,4,6,0,7,3,0
1776,56,0,2,Graduation,Single,86358,Computer,0,13,2,5,0,4,5,0,4,0
1777,45,1,1,Graduation,Married,41443,Computer,0,19,1,8,2,3,0,0,8,0
1778,61,1,1,PhD,Married,57072,Computer,1,12,4,7,2,0,4,3,1,0
1779,55,0,1,Graduation,Together,54178,Computer,0,28,4,2,9,5,4,2,3,0
1780,72,0,3,PhD,Single,48767,Computer,0,22,2,2,1,4,2,4,2,0
1781,67,0,2,Master,Single,51124,Computer,1,19,1,1,1,8,0,7,1,0
1782,52,1,1,Graduation,Single,43020,Computer,0,4,1,4,2,2,3,0,0,0
1783,59,0,1,Graduation,Single,49980,Computer,1,18,2,3,2,3,2,0,6,0
1784,67,0,0,Graduation,Single,72906,Computer,0,28,5,3,0,1,6,0,8,0
1785,46,1,2,2n Cycle,Together,25176,Computer,1,21,2,1,2,3,3,6,0,0
1786,45,1,0,Graduation,Together,96876,Phone,0,47,4,7,10,4,4,7,0,1
1787,43,1,2,2n Cycle,Married,31086,Computer,0,30,2,1,0,2,4,0,3,0
1788,39,1,1,Graduation,Single,24072,Computer,2,21,5,1,1,9,2,4,2,0
1789,68,0,0,Graduation,Divorced,76773,Computer,1,16,1,2,2,0,1,4,16,0
1790,57,0,0,Graduation,Married,72190,Computer,0,17,4,5,2,3,1,2,2,0
1791,74,0,0,PhD,Married,83837,Tablet,0,24,3,9,3,0,1,1,3,1
1792,44,1,1,Graduation,Married,17345,Computer,1,24,2,2,0,9,0,0,8,0
1793,64,1,1,Master,Single,75154,Phone,2,5,1,6,2,2,1,3,12,1
1794,61,1,0,Basic,Married,28249,Computer,0,28,4,2,1,0,0,3,6,0
1795,61,1,0,Basic,Married,28249,Laptop,2,17,1,2,7,3,2,5,0,0
1796,42,1,0,Master,Married,69661,Laptop,1,12,2,7,0,2,4,2,5,0
1797,43,0,1,PhD,Together,27922,Tablet,1,6,2,2,5,1,4,0,2,0
1798,56,0,1,Master,Together,45903,Computer,2,22,4,2,2,3,3,2,6,0
1799,45,1,1,Master,Single,36273,Computer,0,14,1,3,6,4,0,4,13,0
1800,54,0,1,Master,Married,70777,Computer,0,25,4,5,4,6,3,2,2,0
1801,46,0,1,Graduation,Married,17148,Phone,2,5,2,3,1,1,0,1,2,0
1802,53,1,1,Master,Together,66476,Phone,0,27,5,6,7,2,8,0,1,0
1803,43,1,1,Master,Married,45057,Phone,1,12,1,2,1,2,1,1,4,0
1804,54,0,2,Graduation,Married,41120,Phone,2,17,2,2,6,2,1,2,0,0
1805,63,0,0,PhD,Single,,Computer,1,17,1,1,4,2,1,0,3,0
1806,36,1,2,Master,Single,19485,Computer,0,17,2,1,5,3,4,0,8,0
1807,39,1,1,PhD,Together,21840,Tablet,1,12,2,1,6,1,3,7,5,0
1808,37,1,1,2n Cycle,Single,41473,Computer,1,14,4,2,3,5,1,1,1,0
1809,66,0,2,2n Cycle,Divorced,31395,Computer,2,22,3,2,1,2,0,1,2,0
1810,75,1,1,PhD,Widow,68117,Phone,2,19,3,11,3,7,5,0,0,1
1811,47,1,1,2n Cycle,Widow,47682,Computer,1,21,4,4,1,4,0,0,1,0
1812,50,0,0,Master,Married,83151,Phone,1,46,7,5,5,0,9,3,2,1
1813,53,1,1,PhD,Divorced,58086,Computer,1,20,4,11,0,8,2,3,4,0
1814,64,1,0,PhD,Together,84460,Tablet,1,7,2,9,4,1,12,3,2,1
1815,60,0,1,Graduation,Single,66565,Computer,1,24,5,4,2,0,3,1,0,0
1816,53,1,1,Graduation,Divorced,23910,Phone,1,20,5,2,5,4,1,2,5,0
1817,54,0,2,Graduation,Single,35893,Computer,2,30,6,3,8,6,6,0,2,0
1818,49,1,1,Graduation,Divorced,71128,Laptop,1,4,2,2,1,4,2,0,10,0
1819,33,1,1,2n Cycle,Together,38683,Phone,0,19,1,4,0,0,4,3,1,0
1820,51,0,1,Graduation,Married,37150,Computer,0,28,5,4,3,1,1,4,4,0
1821,46,0,1,Graduation,Married,61064,Laptop,1,5,1,8,5,2,4,1,7,0
1822,46,0,1,PhD,Married,51650,Computer,2,11,4,4,3,0,0,2,7,0
1823,66,0,1,Master,Together,55249,Computer,0,14,2,2,4,2,0,1,6,0
1824,49,1,2,PhD,Single,46854,Phone,1,41,6,5,0,2,0,1,9,1
1825,26,1,0,Basic,Married,14421,Computer,0,24,2,1,6,6,0,4,7,0
1826,53,1,1,PhD,Together,54132,Laptop,1,27,5,1,1,6,1,4,4,0
1827,47,0,0,Graduation,Divorced,153924,Laptop,2,8,1,0,0,4,3,3,2,0
1828,44,1,1,Graduation,Married,64813,Laptop,1,3,2,7,7,2,0,2,0,0
1829,52,1,1,Master,Married,61872,Tablet,2,30,2,4,7,2,4,0,9,0
1830,43,0,1,Graduation,Married,58025,Phone,0,24,4,3,4,0,6,3,6,0
1831,74,0,0,Master,Married,83790,Laptop,1,18,4,8,2,8,4,6,1,0
1832,43,1,1,Graduation,Together,34350,Laptop,2,6,1,1,2,5,0,7,0,0
1833,64,1,2,PhD,Widow,33438,Phone,0,22,4,2,1,0,2,4,10,0
1834,36,0,1,2n Cycle,Married,21955,Laptop,0,20,2,2,6,0,6,6,10,0
1835,51,1,1,PhD,Married,60491,Computer,0,12,1,6,0,1,1,2,6,0
1836,58,0,1,PhD,Married,59304,Laptop,1,12,4,7,1,1,4,3,2,0
1837,48,0,1,Graduation,Married,34421,Laptop,0,5,1,1,2,3,1,1,3,0
1838,48,0,1,Graduation,Married,34421,Laptop,1,14,4,1,3,4,0,2,0,0
1839,69,1,3,PhD,Single,51411,Computer,1,18,4,0,2,4,2,5,3,0
1840,64,0,0,Graduation,Divorced,71964,Computer,0,12,2,5,5,1,2,5,5,0
1841,69,0,3,PhD,Together,64504,Phone,2,46,3,11,0,2,3,3,8,1
1842,61,1,1,Graduation,Married,49678,Computer,2,22,2,6,1,3,5,2,5,0
1843,46,1,1,Master,Single,60482,Computer,2,18,1,7,1,1,6,3,1,0
1844,50,1,1,PhD,Single,55260,Computer,0,27,2,8,2,1,5,4,7,0
1845,53,1,1,Master,Widow,67369,Laptop,2,7,1,7,4,3,3,0,10,1
1846,60,0,2,Master,Together,47175,Phone,0,13,2,4,0,6,7,4,0,1
1847,55,1,0,Graduation,Divorced,68743,Computer,0,25,4,11,1,2,6,6,4,0
1848,41,0,1,PhD,Together,56937,Phone,0,32,6,8,0,9,0,10,2,1
1849,36,0,1,Graduation,Together,83033,Computer,0,10,3,11,2,6,4,1,5,0
1850,46,0,1,Graduation,Single,37697,Computer,2,11,3,2,3,6,1,4,2,0
1851,46,1,1,Graduation,Single,37697,Computer,1,16,2,2,6,4,6,7,1,0
1852,71,0,2,Graduation,Married,44689,Laptop,1,26,2,1,4,2,0,3,4,0
1853,52,1,2,2n Cycle,Married,23162,Laptop,0,11,1,1,0,7,4,1,0,0
1854,63,1,0,Graduation,Divorced,63033,Tablet,0,16,1,3,6,3,1,5,1,0
1855,55,0,1,PhD,Single,40304,Laptop,0,24,4,2,8,2,2,1,3,0
1856,38,1,1,Graduation,Married,40059,Tablet,2,14,3,6,1,0,1,3,4,0
1857,68,1,0,Graduation,Married,80067,Laptop,0,11,4,4,5,3,3,2,3,0
1858,41,1,1,PhD,Single,36038,Tablet,2,23,4,3,1,3,4,0,2,0
1859,41,0,1,PhD,Single,,Laptop,0,14,2,3,4,0,0,4,5,0
1860,54,1,2,Graduation,Together,40521,Computer,0,10,1,0,0,2,3,0,2,0
1861,66,1,1,PhD,Married,66334,Phone,1,23,2,9,7,9,5,6,7,1
1862,38,1,1,Graduation,Single,11012,Computer,1,19,3,3,1,2,2,1,5,0
1863,46,1,1,Graduation,Divorced,31615,Phone,0,15,4,2,3,6,2,0,0,0
1864,51,0,2,Graduation,Married,,Computer,0,16,4,2,0,7,4,2,4,0
1865,73,0,0,PhD,Married,69098,Phone,2,13,2,7,2,1,0,2,4,0
1866,71,0,0,Graduation,Widow,70792,Tablet,1,30,3,3,1,2,5,2,7,0
1867,43,1,1,Graduation,Married,17688,Computer,1,23,5,1,2,7,0,1,0,0
1868,33,0,1,Basic,Married,25443,Tablet,2,29,3,1,8,2,1,1,6,0
1869,50,1,1,PhD,Married,57091,Phone,0,33,6,9,2,4,12,6,10,1
1870,41,0,1,2n Cycle,Single,24336,Computer,0,14,1,1,2,1,2,6,5,0
1871,41,0,2,2n Cycle,Married,51111,Computer,2,18,4,2,0,3,2,1,8,0
1872,50,1,2,Graduation,Single,44503,Laptop,1,27,3,2,1,2,0,2,2,0
1873,51,0,1,Master,Married,56850,Computer,2,24,3,1,3,3,0,4,4,0
1874,53,1,0,PhD,Single,66582,Computer,0,10,1,2,1,3,6,6,0,0
1875,37,1,0,2n Cycle,Married,23148,Computer,0,13,1,2,4,0,0,5,11,0
1876,58,0,0,Graduation,Married,82224,Tablet,1,11,3,6,3,1,3,7,4,0
1877,48,0,2,PhD,Married,61917,Tablet,2,5,2,2,8,0,6,0,12,0
1878,56,1,3,Graduation,Together,43482,Computer,0,3,1,2,2,0,4,1,15,0
1879,43,1,2,Graduation,Divorced,68274,Computer,1,26,5,4,8,5,0,2,2,0
1880,48,1,2,Graduation,Single,42373,Phone,0,30,4,2,0,2,4,2,15,0
1881,68,0,1,Master,Together,,Computer,2,24,3,4,0,1,3,4,2,0
1882,43,1,1,Graduation,Single,57537,Computer,0,25,2,4,3,0,1,4,0,0
1883,64,1,1,PhD,Widow,80995,Laptop,0,3,1,8,2,4,2,0,11,0
1884,46,0,1,Graduation,Divorced,30992,Laptop,0,17,4,1,6,2,2,2,0,0
1885,46,0,1,Graduation,Divorced,30992,Laptop,1,20,5,1,4,4,1,6,3,0
1886,51,0,1,PhD,Together,78642,Computer,0,24,4,4,1,1,3,4,1,0
1887,67,0,0,Graduation,Married,74268,Laptop,0,11,2,4,2,2,1,1,8,0
1888,60,1,1,Graduation,Together,75072,Laptop,0,15,2,5,6,1,3,3,3,0
1889,59,0,1,Graduation,Together,56253,Laptop,0,21,2,7,6,2,0,2,5,0
1890,67,1,1,Graduation,Together,59925,Laptop,2,25,2,9,2,5,0,0,5,0
1891,62,0,1,Graduation,Together,62807,Phone,1,24,5,5,0,5,0,1,4,0
1892,62,1,1,Graduation,Together,62807,Laptop,1,12,3,5,4,2,0,3,2,0
1893,52,1,1,PhD,Married,23626,Laptop,1,18,4,3,1,4,2,4,1,0
1894,46,1,2,Master,Together,46106,Laptop,0,24,4,1,5,0,3,2,5,0
1895,57,1,0,Graduation,Married,81168,Tablet,2,30,3,6,5,0,1,2,6,0
1896,43,1,1,Graduation,Married,27244,Computer,0,18,2,2,3,0,1,3,5,0
1897,65,0,2,Graduation,Together,26091,Tablet,0,22,4,2,0,0,5,8,7,0
